SC_pos_coefs,SC_neg_coefs,FC_pos_coefs,FC_neg_coefs,FCgsr_pos_coefs,FCgsr_neg_coefs
0.020695719974396235,-0.012200152926209053,0.002703029933926846,-0.022637084114600223,0.010781410881313205,-0.011079845969083723
0.019544913568411384,-0.010331324313997121,0.0027929865993792454,-0.0282234475484976,0.010895126222964173,-0.013859926235732702
0.019757474132955904,-0.008804740580117947,0.001158907572896558,-0.027341361048478795,0.006719947334278094,-0.007165349568361732
0.02589565935497289,-0.007159872039118601,0.0016015686254787893,-0.023217766879752945,0.006632926408031628,-0.009816512249109538
0.008720352964723182,-0.005897836006295842,0.00233565789284554,-0.018077643713502612,0.0057655154158944575,-0.0114889247743772
0.0058662600778041935,-0.0034190515565984997,0.00243576623003996,-0.017096517249630214,0.005977772096891868,-0.01039322602122557
0.02929095061555763,-0.004371906257812393,0.0040227452783545056,-0.014198953580999511,0.01120574708192429,-0.008300703942010068
0.021664867791949913,-0.010253438941905325,0.0058126683269658285,-0.01245322710329844,0.012935981793755545,-0.011367194299633438
0.008952688093269632,-0.003011006115016949,0.0027344659394330575,-0.01663322107458541,0.0062352927271327714,-0.007980762863090705
0.009256525639836364,-0.004752443118699393,0.003736965033549046,-0.014259921642903486,0.007340293895095476,-0.009126499378641337
0.014150718094371741,-0.01071747832278032,0.011542411732308983,-0.006897716681970196,0.011256160652299207,-0.007948015141321041
0.02061979864696677,-0.011851325377435403,0.016238139824667763,-0.006036979232676241,0.0121074542377221,-0.008941438045600839
0.010729564692587604,-0.01449636858533684,0.004799097854271818,-0.011427780529242825,0.008299203663185902,-0.009326159019906662
0.016360387876967305,-0.00682467097881275,0.015118456089821966,-0.008910996978741662,0.010577762206745831,-0.010899014640811406
0.015396338497755112,-0.004108636872760375,0.0029891579690218186,-0.0263820847220077,0.01146360743026244,-0.014820563497829857
0.010095101216785573,-0.0026227900091908693,0.0038126119385956253,-0.02234647925506642,0.009892994583605834,-0.016082392053439983
0.017155386216099768,-0.009588825767657915,0.010926650931432259,-0.009530399030495492,0.014280611210324834,-0.01068801022693715
0.025856638896326854,-0.008118377451775094,0.007144318430218058,-0.014757658580832105,0.015080394306148525,-0.01218834759206169
0.02082158159800463,-0.006644312996319076,0.0024549766718417534,-0.01428491360485584,0.011895057803733964,-0.006568851066670523
0.01516984103302201,-0.0073034582805369145,0.004586377487442504,-0.012979794583730386,0.013989671715729369,-0.008199553735455306
0.006875402143054295,-0.005804623277632894,0.0018128984759085943,-0.028800172762728754,0.010176766126428202,-0.011828773756736117
0.0088822674646887,-0.003655941442366945,0.002118193268173707,-0.023585978121539432,0.009763554015414684,-0.01301088667371931
0.01164360250460966,-0.008150391910395198,0.003033794490844919,-0.019981582320133744,0.00966928615335944,-0.010143698249311689
0.013370820515663214,-0.00513691794985925,0.0028909375546826745,-0.019684647427806474,0.0070054889775686855,-0.009327567822700392
0.007457577603769256,-0.00226901047088135,0.004042482069171354,-0.016366951390675226,0.007073536381031169,-0.01015216196353595
0.0036240624541884437,-0.0077830248369724275,0.0026053110252389293,-0.01717467605250743,0.005952820827035223,-0.008503008141791658
0.0035623581634821274,-0.0040427271367291275,0.0031647989010228686,-0.016456373591303773,0.008218237317644305,-0.009172668000988232
0.005580294323976975,-0.005017610172909873,0.0019977508112288,-0.019823470333455304,0.008161383716417059,-0.009735361930219299
0.03807408806355485,-0.003148431747644548,0.012169618765833801,-0.01162699512510794,0.016070270041757748,-0.012615732351605907
0.03210626504659086,-0.008898657683935092,0.014030006294793562,-0.010169859861923092,0.016061282299491622,-0.01272816872887621
0.013110341098258647,-0.011491833717131795,0.00839020994727293,-0.014149349266551273,0.01084521665556233,-0.012340679723267505
0.021788335717455927,-0.006275590257279842,0.007315285315037592,-0.014254417317126684,0.010152452103252482,-0.012217715757292174
0.038995252498954636,-0.008318086828325716,0.0051041893454085606,-0.020339774716471398,0.007025912803594526,-0.011260078174568967
0.029752925316954885,-0.007580930165907305,0.004630403436306266,-0.019150485388145524,0.00567679912157059,-0.012319857418600616
0.031169095781580378,-0.003578066946423898,0.005008351297845857,-0.02344481953853829,0.008869919774656359,-0.013457801181654426
0.020110343855880616,-0.006824347470460407,0.0051878668245476925,-0.02405645606703142,0.007936610841838233,-0.013898680907472089
0.02086199876880112,-0.01063800146776103,0.001450142007974669,-0.026022307690326364,0.0052869685183456645,-0.01030314338751025
0.022481220131420725,-0.01209656815792684,0.002910964849327765,-0.02191103926036656,0.006035278982797314,-0.009457443921247505
0.021287790328743315,-0.007070058559756661,0.001860276218358778,-0.021548297600082235,0.005431436926637634,-0.010198592215169128
0.016908747358638992,-0.007132490926499297,0.0026142559379515305,-0.021445121972200627,0.005365144642143711,-0.011395775322857921
0.011968348085971855,-0.007687735801983996,0.0029018580949862673,-0.017670834645379573,0.007086873922737311,-0.008334867211480277
