Unnamed: 0,ROI,Yeo_Network,Yeo_Index,hist_g2_value,FC_pos_coefs,FC_neg_coefs,FCgsr_pos_coefs,FCgsr_neg_coefs
94.0,Cerebelum_4_5_L,Cerebellum,9.0,-0.5,0.0043960641035191,-0.0095501757892991,0.0081311898070065,-0.0047392018417677
95.0,Cerebelum_4_5_R,Cerebellum,9.0,-0.5,0.0123042313945354,-0.0040296633419389,0.0109793582572393,-0.0062981056037399
96.0,Cerebelum_6_L,Cerebellum,9.0,-0.5,0.0057319494053128,-0.021591607787238,0.0113587920290953,-0.0115400494642185
97.0,Cerebelum_6_R,Cerebellum,9.0,-0.5,0.0054157189614363,-0.0139069999515953,0.0089411401458283,-0.0096056478255265
98.0,Cerebelum_7b_L,Cerebellum,9.0,-0.5,0.0043110614927634,-0.0208784231548898,0.0146338078826441,-0.0072386614082759
99.0,Cerebelum_7b_R,Cerebellum,9.0,-0.5,0.0039646989759597,-0.0224659285754021,0.0137918429370927,-0.0070816545832287
100.0,Cerebelum_8_L,Cerebellum,9.0,-0.5,0.0035812063611669,-0.0242430283600852,0.0135208267536959,-0.0112595007520277
101.0,Cerebelum_8_R,Cerebellum,9.0,-0.5,0.0022267184222468,-0.0226083557136436,0.0094928892271167,-0.0061168558082556
102.0,Cerebelum_9_L,Cerebellum,9.0,-0.5,0.0009091834380513,-0.0252102855090322,0.0063660611668594,-0.0050032413191742
103.0,Cerebelum_9_R,Cerebellum,9.0,-0.5,0.0017057579034361,-0.0211978247561998,0.0079127098229665,-0.0066077770567894
104.0,Cerebelum_10_L,Cerebellum,9.0,-0.5,0.0077186870045951,-0.0186764105219334,0.0150295058404277,-0.0072426160964477
105.0,Cerebelum_10_R,Cerebellum,9.0,-0.5,0.0085354585420636,-0.0185626683952132,0.0155817075452535,-0.0074972794517606
106.0,Vermis_1,Cerebellum,9.0,-0.5,0.0045720875725738,-0.0091354347107767,0.0099458879344143,-0.0058824573930095
107.0,Vermis_2,Cerebellum,9.0,-0.5,0.0042989891705931,-0.0122301174344563,0.0099029713607638,-0.0083668631488615
108.0,Vermis_3,Cerebellum,9.0,-0.5,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
