SC_pos_coefs,SC_neg_coefs,FC_pos_coefs,FC_neg_coefs,FCgsr_pos_coefs,FCgsr_neg_coefs
0.0557386296846471,-0.04344964269912792,0.024042401491644487,-0.05722798895126209,0.0473937474237071,-0.03924832831407095
0.06444005612636053,-0.03180077834112449,0.02468119843712489,-0.06009129142742509,0.050464393177863526,-0.04211858463596905
0.0874080147090009,-0.021638704407812785,0.0107200486741086,-0.09464338085559616,0.04484721177405964,-0.04768944932602332
0.0718980732240768,-0.03520368099613917,0.009859750804505844,-0.10485936729422878,0.03150896605578951,-0.04670696151232083
0.035037902826500544,-0.011929545358952375,0.02391376794325059,-0.045470112268679155,0.03421960882060114,-0.03163549261399629
0.02520301082017612,-0.007424159145587142,0.01912985214975413,-0.04238658230584785,0.024480112139142942,-0.03958470783601679
0.0664287429570388,-0.028959085390257794,0.015366849791947957,-0.06775817059198858,0.03718405861415562,-0.04210150729868484
0.06067439881447907,-0.038550944020942945,0.013501866190310336,-0.07139637904716772,0.036017253069475605,-0.04554698707762288
0.04334200429884771,-0.016375934399590827,0.014259379273731883,-0.05895986081472945,0.02820650164208287,-0.0459356513444646
0.028761305728277738,-0.023518430650505164,0.011202178635180979,-0.0581783367510458,0.02112414674635421,-0.05204469585426711
0.051815070465738335,-0.02724706418813554,0.04807834932450313,-0.028948225686839232,0.04394335119355036,-0.03491281167060696
0.05455572324931082,-0.035934791716986506,0.0697578305212429,-0.020010989902153564,0.04443564042610956,-0.035632151455202425
0.04936633166181226,-0.03460979548640364,0.018809186820171044,-0.037953935574766756,0.024124254172750517,-0.03319681866725245
0.060095561818873426,-0.021278191565350272,0.05226759416897067,-0.029473609656178498,0.04701930025823952,-0.046007650054689014
0.037559881525999865,-0.02307328765637044,0.01908926137468232,-0.07220739083663205,0.02761972809762351,-0.04400102592809079
0.03458123923248294,-0.014543190993020942,0.015755418931884105,-0.06107779191453046,0.025266429892891133,-0.04534413976476897
0.05694271937585485,-0.03354869870748358,0.06825343605503022,-0.02518711990924781,0.060992142608100285,-0.03869638193236142
0.0743390426538971,-0.022503262998792017,0.056734092076074376,-0.03230830815669031,0.05778359802414051,-0.038623647217831375
0.072529137099294,-0.02114588091131749,0.028328102400392914,-0.04439073146851717,0.05814435165892951,-0.037742560246781215
0.07313373314400165,-0.02486927675563693,0.0348245704697719,-0.04185720616695707,0.057806260361085875,-0.03559345496840394
0.02895530351241615,-0.018281049739698393,0.025621843898093296,-0.044809523789676634,0.04944938557293865,-0.03213803357652927
0.021820376241705755,-0.017330222158680814,0.01986132350004386,-0.04961076535900856,0.035838804605656575,-0.027107725274126547
0.03883338178794538,-0.038272610587976694,0.016240075550120532,-0.07580372069589507,0.031641759129408496,-0.03767159964434951
0.033001362871904395,-0.02325606452482503,0.017373251500663534,-0.08101749950541103,0.03801323378257225,-0.046402044454622246
0.025062040911734692,-0.012038714051657474,0.031886748983232974,-0.05088513965465465,0.046110005795563215,-0.03260295585757181
0.010692042178507005,-0.02436378120010915,0.025492528908412634,-0.046093110750491384,0.03764176556897926,-0.02945318473619318
0.009796852008808539,-0.017942841829177377,0.02056038665335034,-0.05105432917332574,0.03992367479436096,-0.02693681480355471
0.019420445929864767,-0.011294754629580581,0.013929800424622883,-0.05579906823678506,0.02906156780426838,-0.03324409297037633
0.09321882412698418,-0.03730325716896748,0.04376949220208941,-0.03490919213875489,0.048258438945397296,-0.039152792462718924
0.11534743041408459,-0.0317267550327195,0.06143619115861341,-0.0236536451748674,0.061188321333094015,-0.03589707183201645
0.03998969914696242,-0.038537289544230295,0.03677260428903213,-0.05633255413556517,0.05062054964207542,-0.04585830237038753
0.06375186078887624,-0.029844880479633875,0.03137512763079212,-0.05169968835085322,0.04717680385373234,-0.03626481816744237
0.07549987154184291,-0.035690355310839444,0.017937262226723677,-0.07529769643588116,0.04074346210007163,-0.023900077453316692
0.06910802811852676,-0.03270178837220292,0.017302608297140226,-0.07422938456706715,0.04239233143357906,-0.025484335588573718
0.09042310918113156,-0.02206876373654682,0.01401992787475618,-0.07674137914420129,0.03240873728737905,-0.03449461947020895
0.04946065763891967,-0.05742181561390547,0.012939935883356873,-0.08326051573537681,0.036174354593756085,-0.03343003074773648
0.06526945476418725,-0.04336293822353564,0.024049117581077927,-0.08523722639798884,0.05005735794414861,-0.04367533861807305
0.07186317718115653,-0.05361668292883451,0.02876433220159688,-0.06761234425426865,0.05311456234735052,-0.04264778976618435
0.03814381486594895,-0.05715228968988946,0.027859745155100795,-0.06834115060661135,0.04847491079877596,-0.044437133651534164
0.05019769871432514,-0.044971370975914166,0.021134795821870674,-0.06522492541392252,0.04300658525536713,-0.037691215928168834
0.026798808294553753,-0.03590272631215197,0.029705211378113692,-0.06505158886315351,0.0515724373156353,-0.034144172153720245
0.041054175131199896,-0.035549083309000654,0.01820062456581681,-0.073965313407651,0.03589503810935774,-0.031155796535564398
0.03535467843823049,-0.03983881094896559,0.07086642604168432,-0.011488878479179428,0.06201598327832979,-0.028421230526005484
0.033611096681618456,-0.03207434812712626,0.05930466291032362,-0.015221350276414228,0.05863801659649705,-0.02909180820189802
0.04317811267492211,-0.03998216553478379,0.05948820493978814,-0.017109489018812447,0.05264048718307796,-0.03552207574013705
0.03507849461159895,-0.061630944313784554,0.06794667950625385,-0.021298236583681997,0.04977608221807062,-0.03564508743086082
0.06901858769469692,-0.01915144208557537,0.03916253637770102,-0.027311149443466038,0.05466392262977676,-0.032013454490300707
0.013650896708437643,-0.054172873102956515,0.0397226938552529,-0.031619580464470685,0.06400315748600588,-0.03183232150663622
0.04018428292444414,-0.044025974941989614,0.04009767649711552,-0.03410145563313351,0.037890774536229466,-0.044045722144384486
